No|             BAT_NAME|      RA|     DEC|     SNR|              COUNTERPART_NAME|                     OTHER_NAME| CTPT_RA|CTPT_DEC|    FLUX| FLUX_LO| FLUX_HI|CONTA|  GAMMA|GAMM_LO|GAMM_HI|  CHI_SQ_R|REDSHIFT|       LUM|ASSOC_STREN|   CL2|                 TYPE
#    |                     |     deg|     deg|        |                              |                               |     deg|     deg|10^-12er|10^-12er|10^-12er|     |       |       |       |          |        |log[erg/s]|      |           |
1743|   SWIFT J1019.4-0320|154.8496| -3.3289|    4.40|                      Mrk 1253|                               |154.8870| -3.3374|    7.97|    5.24|   11.01|  |   2.19|   1.73|   2.78|      1.07|  0.0490|     43.67|  0        |          4|Sy1
1744|   SWIFT J1023.8+0041|155.9599|  0.6787|    5.55|                PSR J1023+0038|                               |155.9487|  0.6447|    9.96|    6.58|   13.80|  |   1.88|   1.38|   2.47|      0.54|  0.0003|     39.34|  0        |         14|LMXB
1745|   SWIFT J1026.3+4536|156.5859| 45.5992|    5.65|                          None|                               |      NA|      NA|   10.75|    7.52|   14.28|  |   1.26|   0.79|   1.72|      0.26|      NA|  NA |  7        |          0|Unknown
1746|   SWIFT J1029.6+1410|157.3883| 14.1680|    5.72|       2MASX J10292574+1408240|                               |157.3573| 14.1398|    9.04|    6.05|   12.51|  |   1.88|   1.39|   2.45|      1.03|  0.0609|     43.92|  0        |          4|Sy1
1747|   SWIFT J1030.9+3103|157.7317| 31.0519|    5.13|                    B2 1028+31|                               |157.7462| 31.0488|    7.41|    5.01|   10.07|  |   2.01|   1.58|   2.52|      1.58|  0.1782|     44.83|  0        |          7|Beamed AGN
1748|   SWIFT J1041.2+0611|160.3039|  6.1900|    5.88|                      4C 06.41|                               |160.3215|  6.1714|   12.86|    9.14|   16.94|  |   1.44|   1.03|   1.86|      0.48|  1.2700|     47.10|  0        |          7|FSRQ
1749|   SWIFT J1050.2-2825|162.5508|-28.4099|    5.67|               IRAS 10479-2808|                               |162.5732|-28.3985|    8.90|    6.02|   12.22|  |   2.20|   1.72|   2.79|      0.32|  0.1910|     44.98|  1        |          4|Sy1
1750|   SWIFT J1051.7+3358|162.9282| 33.9610|    4.90|                   PG 1048+342|                               |162.9329| 33.9907|    6.00|    3.88|    8.48|  |   2.34|   1.80|   3.06|      0.60|  0.1671|     44.68|  1        |          4|Sy1
1751|   SWIFT J1101.7-6104|165.4333|-61.0650|    4.87|         2XMM J110147.1-610124|                               |165.4457|-61.0239|    8.65|    5.72|   11.98|  |   1.88|   1.38|   2.46|      0.70|      NA|  NA |  0        |          0|X-ray source
1752|   SWIFT J1106.6-0546|166.6575| -5.7645|    4.61|                 MCG-01-28-026|                               |166.7382| -5.6053|    6.96|    4.41|   10.00|  |   2.41|   1.85|   3.18|      0.60|  0.0377|     43.37|  4        |          5|Sy2
1753|   SWIFT J1109.6-6500|167.4006|-65.0056|    4.61|               IGR J11098-6457|                               |167.3600|-65.0400|   10.84|    7.42|   14.56|  |   1.36|   0.91|   1.82|      0.80|      NA|        NA|  1        |          0|Gamma-ray source
1754|   SWIFT J1112.6-3627|168.1398|-36.4548|    4.86|                    ESO 377-24|                               |168.1390|-36.4252|    9.09|    5.87|   12.79|  |   1.92|   1.39|   2.54|      0.55|  0.0098|     42.30|  4        |          4|Sy1
1755|   SWIFT J1119.1+5804|169.7766| 58.0630|    5.83|                      Z 291-51|                               |169.7404| 58.0566|    8.56|    5.92|   11.51|  |   1.67|   1.22|   2.16|      1.32|  0.0278|     43.19|  0        |          4|Sy1
1756|   SWIFT J1128.3+5834|172.0649| 58.5672|    5.32|                          None|                               |      NA|      NA|    7.07|    4.86|    9.55|  |   1.97|   1.54|   2.46|      0.95|      NA|  NA |  7        |          0|Unknown
1757|   SWIFT J1129.2-0612|172.3031| -6.1949|    5.63|             2dFGRS TGN052Z152|                               |172.2837| -6.2119|    9.84|    6.64|   13.47|  |   1.87|   1.42|   2.40|      1.04|  0.0304|     43.33|  4        |          2|Galaxy
1758|   SWIFT J1131.0+2615|172.7380| 26.2578|    5.08|                          None|                               |      NA|      NA|    5.96|    3.70|    8.65|  |   2.27|   1.67|   3.11|      1.86|      NA|  NA |  7        |          0|Unknown
1759|   SWIFT J1137.1+6122|174.2633| 61.3665|    4.89|        7C 113440.70+613604.00|                               |174.3390| 61.3336|    7.08|    4.66|    9.85|  |   1.74|   1.26|   2.27|      0.39|  0.1111|     44.36|  2        |          5|Sy2
1760|   SWIFT J1138.2-4913|174.5501|-49.2113|    4.66|                    ESO 216-24|                               |174.4355|-49.1771|    7.72|    5.09|   10.71|  |   2.28|   1.78|   2.93|      1.65|  0.0174|     42.73|  4        |          4|Sy1
1761|   SWIFT J1139.9+6553|174.9726| 65.8767|    4.71|            SWIFT J1139.9+6550|                               |      NA|      NA|    4.73|    2.95|    6.91|  |   2.49|   1.88|   3.32|      0.83|      NA|        NA|  7        |          0|Unknown
