No|             BAT_NAME|      RA|     DEC|     SNR|              COUNTERPART_NAME|                     OTHER_NAME| CTPT_RA|CTPT_DEC|    FLUX| FLUX_LO| FLUX_HI|CONTA|  GAMMA|GAMM_LO|GAMM_HI|  CHI_SQ_R|REDSHIFT|       LUM|ASSOC_STREN|   CL2|                 TYPE
#    |                     |     deg|     deg|        |                              |                               |     deg|     deg|10^-12er|10^-12er|10^-12er|     |       |       |       |          |        |log[erg/s]|      |           |
553|   SWIFT J1136.7-6007|174.1849|-60.1010|    9.84|       2MASX J11364205-6003070|                               |174.1752|-60.0519|   17.86|   14.81|   21.14|  |   1.85|   1.61|   2.09|      1.44|  0.0140|     42.91|  1        |          4|Sy1
554|  SWIFT J1138.9+2529A|174.7055| 25.4724|    7.55|       2MASX J11383367+2523532|                               |174.6405| 25.3981|    9.60|    7.25|   12.24| Y |   2.15|   1.78|   2.56|      1.10|  0.0254|     43.16|  1        |          5|Sy2
555|  SWIFT J1138.9+2529B|174.9069| 25.6333|    5.07|      SDSS J113915.13+253557.9|                               |174.8131| 25.5994|    7.53|    4.29|   11.13| Y |   1.14|   0.48|   1.80|      1.50|  0.2195|     45.04|  1        |          5|Sy2
556|   SWIFT J1139.1+5913|174.8050| 59.2050|   18.81|                  SBS 1136+594|                               |174.7870| 59.1990|   23.53|   21.11|   26.05|  |   2.00|   1.85|   2.15|      0.55|  0.0601|     44.32|  1        |          4|Sy1.5
557|   SWIFT J1139.0-2323|174.7134|-23.3474|   10.42|                  HE 1136-2304|                               |174.7129|-23.3600|   18.47|   15.33|   21.83|  |   2.12|   1.88|   2.37|      1.20|  0.0270|     43.50|  1        |          5|Sy1.9
558|   SWIFT J1139.0-3743|174.7539|-37.7488|   88.52|                      NGC 3783|                               |174.7572|-37.7386|  167.13|  163.80|  170.48|  |   1.98|   1.96|   2.01|     12.69|  0.0097|     43.56|  1        |          4|Sy1.2
559|   SWIFT J1139.5-6526|174.8207|-65.4036|    6.37|                        GT Mus|                               |174.8733|-65.3978|    5.74|    4.59|    7.00|  |   5.33|   4.33|   6.78|      1.84|     NA |        NA|  1        |         15|XRB
560|   SWIFT J1139.8+3157|174.9201| 31.9418|    6.50|                      NGC 3786|                               |174.9270| 31.9090|    9.90|    7.35|   12.71|  |   1.82|   1.47|   2.20|      0.71|  0.0089|     42.25|  1        |          5|Sy1.9
561|   SWIFT J1141.3+2156|175.3007| 21.9207|   13.35|                   PG 1138+222|                               |175.3173| 21.9394|   19.15|   16.45|   22.00|  |   1.93|   1.74|   2.14|      0.89|  0.0632|     44.28|  1        |          4|Sy1.5
562|   SWIFT J1142.2+1021|175.5670| 10.3348|   10.00|                      NGC 3822|                               |175.5463| 10.2778|   15.59|   12.44|   18.97|  |   1.83|   1.55|   2.15|      1.41|  0.0209|     43.20|  1        |          4|Sy1
563|   SWIFT J1142.7+7149|175.8637| 71.6977|   16.38|                        DO Dra|                               |175.9098| 71.6890|   15.34|   13.76|   17.03|  |   3.07|   2.86|   3.30|      1.29|     NA |        NA|  1        |          9|CV
564|   SWIFT J1144.0-6105|176.0337|-61.1079|   28.32|               IGR J11435-6109|                               |175.9667|-61.1500|   43.44|   40.90|   46.07|  |   2.37|   2.28|   2.46|      7.45|     NA |        NA|  1        |         13|HMXB
565|   SWIFT J1144.1+3652|176.1456| 36.8695|    9.34|                  KUG 1141+371|                               |176.1240| 36.8860|   15.39|   12.54|   18.41|  |   1.57|   1.32|   1.83|      0.41|  0.0381|     43.73|  1        |          4|Sy1.2
566|   SWIFT J1143.7+7942|176.1753| 79.6788|   18.39|                     UGC 06728|                               |176.3168| 79.6815|   24.46|   22.06|   26.95|  |   2.11|   1.97|   2.25|      1.84|  0.0065|     42.37|  1        |          4|Sy1.2
567|   SWIFT J1145.6-1819|176.4135|-18.4570|   26.52|       2MASX J11454045-1827149|                               |176.4186|-18.4543|   49.75|   46.33|   53.26|  |   2.02|   1.93|   2.12|      2.18|  0.0329|     44.11|  1        |          4|Sy1.2
568|   SWIFT J1145.2+5905|176.4132| 58.9717|   11.13|                MCG +10-17-061|                               |176.3881| 58.9781|   14.36|   12.06|   16.85|  |   1.98|   1.76|   2.22|      1.36|  0.0099|     42.51|  1        |          5|Sy2
569|   SWIFT J1145.6-6956|176.5177|-69.9013|    8.71|                  PKS 1143-696|                               |176.4734|-69.9005|   15.68|   12.55|   19.03|  |   1.75|   1.47|   2.05|      0.27|  0.2440|     45.46|  1        |          7|BZQ
570|  SWIFT J1147.2-6156A|176.8724|-61.9349|  248.42|                1E 1145.1-6141|                               |176.8692|-61.9539|  346.41|  344.06|  348.79|  |   2.65|   2.64|   2.66|    141.51|     NA |        NA|  1        |         13|HMXB
571|  SWIFT J1147.2-6156B|176.8920|-62.0521|  213.98|                    4U 1145-61|                               |177.0001|-62.2069|   83.71|   81.31|   86.15| Y |   2.57|   2.52|   2.62|     13.20|     NA |        NA|  1        |         13|HMXB
572|   SWIFT J1148.3+0901|177.0226|  8.9934|    5.58|       2MASX J11475508+0902284|                               |176.9795|  9.0413|    7.49|    5.43|    9.81|  |   2.60|   2.17|   3.16|      1.51|  0.0688|     43.95|  1        |          4|Sy1.5
573|   SWIFT J1148.7+2941|177.1965| 29.6479|   15.83|                MCG +05-28-032|                               |177.1915| 29.6412|   23.16|   20.53|   25.91|  |   1.87|   1.72|   2.03|      1.23|  0.0230|     43.46|  1        |          5|Sy2
574|   SWIFT J1149.3-0414|177.3179| -4.2233|    6.74|       2MASX J11491868-0416512|                               |177.3278| -4.2808|   10.81|    7.91|   14.09|  |   2.15|   1.76|   2.60|      0.49|  0.0845|     44.30|  1        |          4|Sy1
575|   SWIFT J1149.3+5307|177.3474| 53.2806|    5.92|      SDSS J114921.52+532013.4|                               |177.3397| 53.3371|    6.95|    4.96|    9.23|  |   2.24|   1.82|   2.75|      0.88|  0.0951|     44.21|  1        |          4|Sy1.5
576|   SWIFT J1152.1-1122|178.0452|-11.3402|    8.46|                   PG 1149-110|                               |178.0148|-11.3734|   14.69|   11.56|   18.11|  |   2.11|   1.81|   2.45|      0.97|  0.0490|     43.93|  1        |          4|Sy1.2
577|   SWIFT J1152.6-0512|178.1565| -5.2118|   11.49|                MCG -01-30-041|                               |178.1590| -5.2070|   21.43|   18.07|   25.02|  |   1.83|   1.62|   2.04|      1.32|  0.0188|     43.25|  1        |          4|Sy1.8
578|   SWIFT J1153.6+4931|178.3368| 49.4951|    8.24|                     4C +49.22|                               |178.3519| 49.5191|   11.56|    9.09|   14.22|  |   1.79|   1.49|   2.10|      0.34|  0.3340|     45.64|  1        |          7|BZQ
579|   SWIFT J1157.8+5529|179.4465| 55.4406|   10.94|                      NGC 3998|                               |179.4839| 55.4536|   14.32|   11.84|   16.98|  |   1.88|   1.64|   2.15|      0.35|  0.0035|     41.60|  1        |          5|Sy1.9
580|   SWIFT J1158.9+4234|179.7405| 42.6089|    7.20|                       IC 0751|                               |179.7191| 42.5703|   10.49|    8.06|   13.14|  |   1.82|   1.51|   2.16|      1.30|  0.0312|     43.38|  1        |          5|Sy2
581|   SWIFT J1159.7-2002|179.9373|-20.0392|    5.58|        2MASSi J1159410-195924|                               |179.9208|-19.9900|   12.19|    8.75|   16.07|  |   1.76|   1.38|   2.17|      0.74|  0.4500|     45.97|  1        |          4|Sy1
582|   SWIFT J1200.8+0650|180.2332|  6.8155|   12.38|       2MASX J12005792+0648226|                               |180.2413|  6.8064|   20.82|   17.79|   24.03|  |   1.87|   1.67|   2.07|      1.61|  0.0360|     43.81|  1        |          5|Sy2
583|   SWIFT J1201.2-0341|180.3080| -3.6971|    5.95|                      Mrk 1310|                               |180.3098| -3.6781|   10.69|    7.65|   14.04|  |   1.95|   1.58|   2.39|      1.55|  0.0194|     42.97|  1        |          4|Sy1.5
584|   SWIFT J1200.2-5350|180.6834|-53.8351|   29.32|                    LEDA 38038|                               |180.6985|-53.8355|   47.99|   45.00|   51.06|  |   2.11|   2.03|   2.21|      2.93|  0.0280|     43.95|  1        |          5|Sy2
585|   SWIFT J1203.0+4433|180.7850| 44.5322|   35.73|                      NGC 4051|                               |180.7901| 44.5313|   43.15|   41.03|   45.31|  |   2.23|   2.15|   2.30|      5.03|  0.0023|     41.71|  1        |          4|Sy1.5
586|   SWIFT J1204.5+2019|181.1127| 20.3082|   15.44|                       ARK 347|                               |181.1237| 20.3162|   25.42|   22.44|   28.54|  |   1.71|   1.55|   1.88|      1.72|  0.0224|     43.47|  1        |          5|Sy2
587|   SWIFT J1204.8+2758|181.1610| 27.9160|    6.70|                        GQ Com|                               |181.1754| 27.9033|    9.51|    7.12|   12.12|  |   1.98|   1.65|   2.35|      1.97|  0.1653|     44.87|  1        |          4|Sy1.5
588|   SWIFT J1204.9+3105|181.2129| 31.1388|    7.73|                     UGC 07064|                               |181.1806| 31.1773|   11.99|    9.23|   14.98|  |   1.72|   1.41|   2.05|      1.15|  0.0250|     43.25|  1        |          5|Sy2
589|   SWIFT J1205.8+4959|181.4014| 49.9378|    5.76|       2MASX J12055599+4959561|                               |181.4834| 49.9990|    8.19|    5.85|   10.79|  |   1.76|   1.36|   2.18|      1.66|  0.0631|     43.91|  1        |          4|Sy1.5
590|   SWIFT J1206.2+5243|181.6090| 52.7091|   22.60|                      NGC 4102|                               |181.5963| 52.7109|   32.74|   30.16|   35.40|  |   1.70|   1.59|   1.80|      1.38|  0.0028|     41.77|  1        |          5|Sy2
591|   SWIFT J1207.5+3355|181.8741| 33.8194|    7.85|                    B2 1204+34|                               |181.8870| 33.8780|   13.58|   10.76|   16.57|  |   1.56|   1.29|   1.85|      1.14|  0.0791|     44.33|  1        |          5|Sy2
592|   SWIFT J1209.5+4702|182.2950| 47.0417|   16.61|                       Mrk 198|                               |182.3088| 47.0583|   21.61|   19.35|   23.96|  |   1.98|   1.83|   2.13|      1.87|  0.0242|     43.47|  1        |          5|Sy2
593|   SWIFT J1209.4+4340|182.3881| 43.6800|   16.70|                      NGC 4138|                               |182.3741| 43.6853|   23.29|   20.87|   25.81|  |   1.90|   1.76|   2.05|      0.37|  0.0030|     41.68|  1        |          5|Sy2
594|   SWIFT J1210.1-4637|182.5522|-46.5973|    6.47|       2MASX J12100404-4636274|                               |182.5168|-46.6076|   12.72|    9.53|   16.25|  |   1.79|   1.45|   2.16|      1.28|  0.0315|     43.48|  1        |          4|Sy1
595|   SWIFT J1210.5+3924|182.6366| 39.4060|  439.94|                      NGC 4151|                               |182.6357| 39.4057|  625.47|  622.91|  628.03|  |   1.86|   1.85|   1.87|    157.13|  0.0033|     43.19|  1        |          4|Sy1.5
596|   SWIFT J1210.7+3819|182.6712| 38.3208|   15.66|                  KUG 1208+386|                               |182.6840| 38.3360|   21.78|   19.44|   24.22|  |   2.01|   1.86|   2.16|      2.54|  0.0228|     43.42|  1        |          4|Sy1.2
597|   SWIFT J1211.3-3935|182.8273|-39.5937|    8.07|       2MASX J12111425-3933268|                               |182.8095|-39.5574|   14.20|   11.06|   17.61|  |   2.09|   1.77|   2.45|      1.09|  0.0611|     44.12|  1        |          5|Sy2
598|   SWIFT J1212.3-5806|183.1101|-58.0404|    9.41|               IGR J12123-5802|                               |183.0950|-58.0217|   12.94|   10.63|   15.45|  |   2.63|   2.33|   2.97|      0.63|     NA |        NA|  1        |          9|CV
599|   SWIFT J1212.9+0702|183.2410|  7.0492|    8.55|                      NGC 4180|                               |183.2620|  7.0380|   15.05|   11.82|   18.52|  |   1.70|   1.40|   2.00|      0.34|  0.0070|     42.23|  1        |          5|Sy2
600|  SWIFT J1213.1+3239A|183.2862| 32.5669|    6.72|                  CGCG 187-022|                               |183.2888| 32.5964|    9.32|    6.91|   12.00| Y |   1.95|   1.60|   2.35|      0.47|  0.0249|     43.13|  1        |          5|Sy2
601|  SWIFT J1213.1+3239B|183.2346| 32.8305|    4.77|                    B2 1210+33|                               |183.2659| 32.7936|    6.56|    4.10|    9.40| Y |   1.91|   1.38|   2.57|      1.41|  2.5108|     47.53|  1        |          7|BZQ
602|   SWIFT J1213.2-6458|183.2899|-64.8741|   14.65|        SWIFT J121314.7-645231|                               |183.3208|-64.8800|   15.15|   13.67|   16.72|  |   4.27|   3.89|   4.70|      1.96|     NA |        NA|  1        |         13|HMXB
603|   SWIFT J1213.2-6020|183.2972|-60.2620|    7.35|         1RXS J121324.5-601458|                               |183.3479|-60.2547|    9.78|    7.68|   12.14|  |   2.81|   2.43|   3.28|      0.62|     NA |        NA|  1        |         12|Unknown Star
604|   SWIFT J1213.9-0531|183.4461| -5.5072|    4.75|       2MASX J12135456-0530193|                               |183.4774| -5.5054|    7.06|    4.44|   10.22|  |   2.34|   1.78|   3.09|      1.05|  0.0660|     43.88|  1        |          4|Sy1
605|   SWIFT J1214.3+2933|183.5678| 29.5405|   11.64|                       Was 49b|                               |183.5749| 29.5304|   16.76|   14.16|   19.53|  |   1.93|   1.72|   2.15|      0.62|  0.0632|     44.22|  1        |          4|Sy1
606|   SWIFT J1217.2-2611|184.2170|-26.1873|    7.77|                ESO 505-IG 030|                               |184.2380|-26.2093|   18.19|   14.40|   22.28|  |   1.61|   1.34|   1.90|      2.09|  0.0397|     43.84|  1        |          5|Sy2
607|   SWIFT J1217.3+0714|184.2889|  7.1885|   24.69|                      NGC 4235|                               |184.2912|  7.1916|   41.81|   38.62|   45.08|  |   1.82|   1.72|   1.93|      0.28|  0.0080|     42.79|  1        |          4|Sy1.2
608|   SWIFT J1218.5+2952|184.6084| 29.8310|   19.81|                       Mrk 766|                               |184.6105| 29.8129|   24.80|   22.62|   27.05|  |   2.35|   2.22|   2.49|      2.78|  0.0129|     42.98|  1        |          4|Sy1.5
609|   SWIFT J1219.4+4720|184.7398| 47.2849|   13.53|                         M 106|                               |184.7396| 47.3040|   18.26|   15.95|   20.68|  |   1.87|   1.70|   2.05|      2.14|  0.0015|     40.97|  1        |          5|Sy1.9
610|   SWIFT J1221.3+3012|185.3482| 30.1644|   10.39|               FBQS J1221+3010|                               |185.3414| 30.1770|   11.11|    9.32|   13.10|  |   2.85|   2.54|   3.22|      1.46|  0.1836|     45.04|  1        |          7|BZB
611|   SWIFT J1222.4+7520|185.4856| 75.3000|   13.71|                       Mrk 205|                               |185.4333| 75.3107|   16.47|   14.20|   18.88|  |   2.26|   2.06|   2.49|      0.76|  0.0708|     44.32|  1        |          4|Sy1
612|   SWIFT J1222.4+0414|185.5964|  4.2187|   13.91|                     4C +04.42|                               |185.5940|  4.2211|   31.13|   27.39|   35.01|  |   1.41|   1.24|   1.58|      0.47|  0.9650|     47.19|  1        |          7|BZQ
613|   SWIFT J1223.7+0238|185.8554|  2.6745|   13.38|                        Mrk 50|                               |185.8506|  2.6791|   24.46|   21.16|   27.92|  |   1.82|   1.63|   2.01|      1.06|  0.0234|     43.50|  1        |          4|Sy1
614|   SWIFT J1224.9+2122|186.2119| 21.4034|   14.35|                   PG 1222+216|                               |186.2269| 21.3796|   24.16|   21.20|   27.25|  |   1.69|   1.52|   1.86|      1.11|  0.4320|     46.23|  1        |          7|BZQ
615|   SWIFT J1225.8+1240|186.4449| 12.6705|  143.41|                      NGC 4388|                               |186.4448| 12.6621|  239.43|  236.32|  242.55|  |   1.78|   1.76|   1.79|     10.23|  0.0084|     43.59|  1        |          5|Sy2
616|   SWIFT J1202.5+3332|186.4484| 33.5276|   18.46|                      NGC 4395|                               |186.4538| 33.5468|   28.15|   25.61|   30.77|  |   1.93|   1.81|   2.06|      2.67|  0.0011|     40.89|  1        |          4|Sy1
617|   SWIFT J1226.6-6244|186.6569|-62.7702| 2330.17|                      GX 301-2|                               |186.6567|-62.7706| 2842.04| 2840.21| 2843.87|  |   3.24|   3.23|   3.24| 112445.95|     NA |        NA|  1        |         13|HMXB
618|   SWIFT J1227.8-4856|187.0069|-48.8936|   13.63|         1RXS J122758.8-485343|                               |186.9954|-48.8956|   26.54|   23.13|   30.11|  |   1.80|   1.62|   1.99|      0.54|     NA |        NA|  1        |          9|CV
619|   SWIFT J1229.1+0202|187.2766|  2.0474|  203.42|                        3C 273|                               |187.2779|  2.0524|  378.49|  375.04|  381.94|  |   1.75|   1.73|   1.76|      1.66|  0.1583|     46.43|  1        |          7|BZQ
620|   SWIFT J1231.0-4231|187.7225|-42.6320|    5.18|         1RXS J123113.2-423524|                               |187.7996|-42.5887|    7.52|    5.12|   10.37|  |   2.54|   2.02|   3.19|      1.61|     NA |        NA|  1        |         12|Unknown Star
621|   SWIFT J1231.4+5758|187.8169| 57.9955|    4.78|                      NGC 4500|                               |187.8423| 57.9646|    5.58|    3.68|    7.87|  |   2.36|   1.83|   3.04|      0.60|  0.0104|     42.14|  1        |          5|Sy2
622|   SWIFT J1232.0-4802|187.9833|-47.9723|    7.55|       2MASX J12313717-4758019|                               |187.9042|-47.9672|   13.24|   10.32|   16.41|  |   2.08|   1.77|   2.43|      0.61|  0.0278|     43.38|  1        |          4|Sy1
623|   SWIFT J1232.1+2009|188.0222| 20.1361|    7.33|                       Mrk 771|                               |188.0150| 20.1581|   10.33|    7.92|   12.99|  |   2.16|   1.82|   2.54|      0.40|  0.0630|     44.01|  1        |          4|Sy1.2
624|   SWIFT J1232.0-4219|187.9928|-42.2878|    7.55|         1RXS J123212.3-421745|                               |188.0503|-42.2980|   14.81|   11.58|   18.28|  |   1.89|   1.60|   2.21|      1.22|  0.0980|     44.57|  1        |          4|Sy1.5
625|   SWIFT J1234.7-6433|188.7112|-64.5584|   57.02|                        RT Cru|                               |188.7239|-64.5656|   85.83|   83.24|   88.47|  |   2.40|   2.35|   2.45|     12.32|     NA |        NA|  1        |         12|Symbiotic star
626|   SWIFT J1235.6-3954|188.8993|-39.9108|   99.44|                      NGC 4507|                               |188.9026|-39.9093|  196.42|  192.90|  199.95|  |   1.85|   1.83|   1.88|     26.61|  0.0118|     43.80|  1        |          5|Sy2
627|   SWIFT J1238.1-3842|189.5424|-38.6706|    5.86|                     V1025 Cen|                               |189.5685|-38.7128|    7.96|    5.79|   10.53|  |   2.93|   2.40|   3.62|      0.47|     NA |        NA|  1        |          9|CV
628|   SWIFT J1238.6+0928|189.6868|  9.4411|    6.90|        2MASXJ12384342+0927362|                               |189.6809|  9.4602|   10.85|    8.13|   13.90|  |   1.98|   1.63|   2.37|      0.56|  0.0829|     44.28|  1        |          5|Sy2
629|   SWIFT J1238.9-2720|189.7177|-27.3044|   37.64|                  ESO 506-G027|                               |189.7275|-27.3078|   83.69|   79.72|   87.72|  |   1.65|   1.59|   1.71|      9.40|  0.0250|     44.09|  1        |          5|Sy2
630|   SWIFT J1239.3-1611|189.7816|-16.1776|   12.46|                   LEDA 170194|                               |189.7762|-16.1797|   26.37|   22.69|   30.24|  |   1.79|   1.60|   1.99|      1.10|  0.0367|     43.93|  1        |          5|Sy2
631|   SWIFT J1239.6-0519|189.9109| -5.3397|   44.46|                      NGC 4593|                               |189.9143| -5.3443|   84.35|   80.88|   87.89|  |   1.83|   1.77|   1.89|      3.29|  0.0090|     43.19|  1        |          4|Sy1
632|  SWIFT J1240.2+3457A|189.9984| 34.9582|    5.77|                       Mrk 653|                               |189.9653| 34.9749|    8.30|    6.01|   10.88|  |   2.06|   1.67|   2.51|      0.76|  0.0431|     43.57|  1        |          5|Sy2
633|  SWIFT J1240.2+3457B|190.2692| 35.0273|    4.02|                      NGC 4619|                               |190.4356| 35.0628|    6.17|    3.43|    9.34| Y |   1.46|   0.81|   2.11|      0.49|  0.0231|     42.89|  1        |          5|Sy1.9
634|   SWIFT J1240.9-3331|190.1868|-33.5580|    8.34|                ESO 381- G 007|                               |190.1956|-33.5700|   15.99|   12.48|   19.81|  |   1.88|   1.56|   2.23|      0.42|  0.0550|     44.07|  1        |          4|Sy1
635|   SWIFT J1240.9+2735|190.2419| 27.6250|    5.60|                 KUG 1238+278A|                               |190.1934| 27.5650|    6.80|    4.63|    9.37|  |   2.38|   1.86|   3.07|      0.50|  0.0565|     43.73|  1        |          5|Sy1.9
636|   SWIFT J1241.6-5748|190.3622|-57.8393|   26.91|                      WKK 1263|                               |190.3570|-57.8340|   49.75|   46.49|   53.09|  |   1.88|   1.79|   1.97|      0.87|  0.0244|     43.84|  1        |          4|Sy1.5
637|   SWIFT J1243.3-6305|190.8674|-63.1015|    7.96|                   1H 1249-637|                               |190.7090|-63.0580|   10.62|    8.63|   12.83|  |   2.95|   2.60|   3.37|      1.75|     NA |        NA|  1        |         13|HMXB
638|   SWIFT J1246.6+5435|191.6716| 54.5380|   18.24|                      NGC 4686|                               |191.6661| 54.5342|   25.30|   22.83|   27.87|  |   1.78|   1.64|   1.91|      2.03|  0.0167|     43.21|  1        |          5|Sy2
639|   SWIFT J1248.2-5828|192.0279|-58.4622|    8.56|       2MASX J12475784-5829599|                               |191.9910|-58.5001|   17.84|   14.37|   21.52|  |   1.64|   1.36|   1.92|      1.14|  0.0280|     43.52|  1        |          5|Sy2
640|   SWIFT J1249.3-5907|192.4102|-59.0836|   49.05|                    4U 1246-58|                               |192.4140|-59.0874|   74.90|   72.12|   77.74|  |   2.33|   2.27|   2.39|      0.30|     NA |        NA|  1        |         14|LMXB
641|   SWIFT J1252.3-1323|193.0347|-13.3994|    6.98|                      NGC 4748|                               |193.0519|-13.4147|   12.89|    9.82|   16.30|  |   2.19|   1.84|   2.60|      0.71|  0.0146|     42.80|  1        |          4|Sy1.5
642|   SWIFT J1252.3-2916|193.0865|-29.2488|   21.19|                        EX Hya|                               |193.1017|-29.2491|   27.49|   25.58|   29.50|  |   3.53|   3.35|   3.72|      2.50|     NA |        NA|  1        |          9|CV
643|   SWIFT J1253.5-4137|193.3296|-41.6441|    5.00|                    ESO 323-32|                               |193.3350|-41.6370|   11.12|    7.49|   15.13|  |   1.61|   1.13|   2.11|      0.54|  0.0160|     42.82|  1        |          5|Sy2
644|   SWIFT J1255.0-2657|193.7593|-26.9436|    8.61|           6dF J1254564-265702|                               |193.7348|-26.9505|   16.30|   13.00|   19.88|  |   2.07|   1.77|   2.39|      1.02|  0.0591|     44.15|  1        |          4|Sy1.2
645|   SWIFT J1256.2-0551|194.0081| -5.7853|   20.36|                        3C 279|                               |194.0465| -5.7893|   45.97|   41.77|   50.30|  |   1.42|   1.28|   1.56|      2.84|  0.5362|     46.73|  1        |          7|BZQ
646|   SWIFT J1257.4-6915|194.4313|-69.2909|   62.60|                   4U 1254-690|                               |194.4048|-69.2886|   62.37|   61.17|   63.57|  |   5.26|   5.16|   5.37|      5.76|     NA |        NA|  1        |         14|LMXB
647|   SWIFT J1259.7+2755|194.9070| 27.9539|   42.98|                  Coma Cluster|                               |194.9531| 27.9807|   38.09|   36.86|   39.36|  |   3.95|   3.84|   4.06|      4.88|     NA |        NA|  1        |          3|Galaxy Cluster
648|   SWIFT J1300.1+1635|195.0177| 16.5803|    7.33|       2MASX J13000533+1632151|                               |195.0223| 16.5374|   12.64|    9.72|   15.84|  |   1.79|   1.46|   2.13|      0.56|  0.0800|     44.31|  1        |          5|Sy2
649|   SWIFT J1301.2-6139|195.3190|-61.6017|  278.97|                      GX 304-1|                               |195.3217|-61.6019|  382.44|  380.21|  384.71|  |   2.79|   2.78|   2.80|    807.87|     NA |        NA|  1        |         13|HMXB
650|   SWIFT J1302.0-6358|195.5351|-63.9917|   32.60|         2RXP J130159.6-635806|                               |195.4936|-63.9683|   45.77|   43.31|   48.29|  |   2.59|   2.50|   2.68|      2.19|     NA |        NA|  1        |         10|Pulsar
651|   SWIFT J1302.9+1620|195.7408| 16.3854|   13.11|                       Mrk 783|                               |195.7450| 16.4080|   20.27|   17.53|   23.17|  |   2.01|   1.82|   2.22|      0.53|  0.0672|     44.36|  1        |          4|Sy1.5
652|   SWIFT J1303.8+5345|196.0206| 53.7877|   19.45|                  SBS 1301+540|                               |195.9978| 53.7917|   26.51|   24.11|   28.99|  |   1.88|   1.76|   2.01|      1.26|  0.0299|     43.75|  1        |          4|Sy1.5
653|   SWIFT J1304.3-0532|196.0799| -5.5398|    9.57|                      NGC 4941|                               |196.0547| -5.5516|   19.00|   15.71|   22.55|  |   1.85|   1.61|   2.10|      0.88|  0.0037|     41.77|  1        |          5|Sy2
654|   SWIFT J1304.3-1022|196.0831|-10.3539|   16.74|                      NGC 4939|                               |196.0600|-10.3396|   34.81|   31.07|   38.70|  |   1.74|   1.59|   1.89|      0.18|  0.0104|     42.94|  1        |          5|Sy2
655|   SWIFT J1305.4-4928|196.3630|-49.4684|  119.74|                      NGC 4945|                               |196.3645|-49.4682|  278.08|  274.30|  281.86|  |   1.49|   1.48|   1.51|    129.73|  0.0019|     42.36|  1        |          5|Sy2
656|   SWIFT J1305.4-1034|196.2576|-10.7121|    3.10|                  PKS 1302-102|                               |196.3876|-10.5554|    5.24|    3.14|    7.90|  |   2.86|   2.11|   3.99|      0.65|  0.2784|     45.12|  1        |          7|BZQ
657|  SWIFT J1306.4-4025A|196.6427|-40.4109|   25.08|                   ESO 323-077|                               |196.6089|-40.4146|   44.17|   40.97|   47.49| Y |   2.01|   1.91|   2.11|      8.34|  0.0150|     43.36|  1        |          4|Sy1.5
658|  SWIFT J1306.4-4025B|196.8049|-40.5249|   11.63|                ESO 323- G 081|                               |196.8004|-40.4076|    7.59|    0.00|   16.45| Y |   1.47|  -1.07|   4.03|      2.82|  0.0162|     42.66|  1        |          4|Sy1
659|   SWIFT J1309.2+1139|197.2783| 11.6358|   31.53|                      NGC 4992|                               |197.2733| 11.6341|   56.44|   53.25|   59.72|  |   1.66|   1.59|   1.74|      4.85|  0.0251|     43.92|  1        |          5|Sy2
660|   SWIFT J1310.9-5553|197.6844|-55.8981|   13.63|               IGR J13109-5552|                               |197.6830|-55.8630|   29.60|   25.96|   33.37|  |   1.59|   1.41|   1.77|      0.88|  1.5591|     47.68|  1        |          7|BZQ
661|   SWIFT J1312.1-5631|197.7627|-56.4420|    6.92|       2MASX J13103701-5626551|                               |197.6543|-56.4485|   12.77|    9.59|   16.27|  |   1.98|   1.60|   2.40|      0.57|  0.1142|     44.65|  1        |          5|Sy2
662|   SWIFT J1310.7+0834|197.6611|  8.5406|    4.60|       2MASX J13105723+0837387|                               |197.7385|  8.6273|    6.52|    4.26|    9.23|  |   2.32|   1.80|   2.94|      0.83|  0.0527|     43.65|  1        |          5|Sy2
663|   SWIFT J1313.1-1108|198.2998|-11.1438|    9.00|                     II SZ 010|                               |198.2741|-11.1284|   15.86|   12.84|   19.17|  |   2.19|   1.91|   2.50|      1.90|  0.0340|     43.64|  1        |          4|Sy1.5
664|  SWIFT J1313.6+3650A|198.4396| 36.8469|    5.77|               RX J1313.8+3653|                               |198.4540| 36.8994|    7.06|    4.80|    9.67| Y |   2.11|   1.65|   2.69|      0.58|  0.0668|     43.90|  1        |          4|Sy1.5
665|  SWIFT J1313.6+3650B|198.3163| 36.5987|    3.76|                      NGC 5033|                               |198.3650| 36.5930|    4.26|    2.06|    7.11| Y |   2.16|   1.33|   3.43|      0.66|  0.0029|     40.91|  1        |          5|Sy1.9
666|   SWIFT J1315.8+4420|198.8164| 44.4012|   13.99|               UGC 08327 NED02|                               |198.8220| 44.4071|   16.63|   14.65|   18.74|  |   2.35|   2.17|   2.54|      2.71|  0.0366|     43.73|  1        |          5|Sy2
667|   SWIFT J1316.9-7155|199.2518|-71.9079|   11.41|       2MASX J13165424-7155270|                               |199.2262|-71.9242|   16.88|   14.37|   19.54|  |   2.29|   2.07|   2.54|      1.01|  0.0705|     44.32|  1        |          4|Sy1.5
668|   SWIFT J1318.6-6259|199.5378|-62.9925|   10.02|               IGR J13186-6257|                               |199.6067|-62.9708|   16.83|   14.08|   19.81|  |   2.21|   1.97|   2.47|      1.34|     NA |        NA|  1        |         13|HMXB
